allocation_id,campaign_id,sku,store_id,planned_quantity,planned_receipt_date,allocation_phase,allocation_method,holdback_pct,planner_owner
A-456-S-049-PEACH-012,C-2026-PEACH,PEACH-012,S-049,46,2026-06-29,replenishment,manual_override,0.05,David Park
A-457-S-046-PEACH-001,C-2026-PEACH,PEACH-001,S-046,200,2026-06-27,initial,door_index,0.15,David Park
A-458-S-046-PEACH-002,C-2026-PEACH,PEACH-002,S-046,82,2026-06-27,initial,fair_share,0.09,David Park
A-459-S-046-PEACH-003,C-2026-PEACH,PEACH-003,S-046,86,2026-06-28,initial,manual_override,0.06,David Park
A-460-S-046-PEACH-004,C-2026-PEACH,PEACH-004,S-046,92,2026-06-29,initial,door_index,0.1,David Park
A-461-S-046-PEACH-005,C-2026-PEACH,PEACH-005,S-046,70,2026-06-26,replenishment,fair_share,0.13,David Park
A-462-S-046-PEACH-006,C-2026-PEACH,PEACH-006,S-046,60,2026-06-28,initial,size_curve,0.06,David Park
A-463-S-046-PEACH-007,C-2026-PEACH,PEACH-007,S-046,54,2026-06-26,initial,door_index,0.06,David Park
A-464-S-046-PEACH-008,C-2026-PEACH,PEACH-008,S-046,68,2026-06-26,initial,manual_override,0.09,David Park
A-465-S-046-PEACH-009,C-2026-PEACH,PEACH-009,S-046,47,2026-06-26,initial,fair_share,0.06,David Park
A-466-S-046-PEACH-010,C-2026-PEACH,PEACH-010,S-046,66,2026-06-29,initial,fair_share,0.13,David Park
A-467-S-046-PEACH-011,C-2026-PEACH,PEACH-011,S-046,90,2026-06-27,replenishment,door_index,0.12,David Park
A-468-S-046-PEACH-012,C-2026-PEACH,PEACH-012,S-046,69,2026-06-27,initial,fair_share,0.13,David Park
A-469-S-078-PEACH-001,C-2026-PEACH,PEACH-001,S-078,200,2026-06-27,initial,manual_override,0.12,David Park
A-470-S-078-PEACH-002,C-2026-PEACH,PEACH-002,S-078,63,2026-06-26,initial,door_index,0.05,David Park
A-471-S-078-PEACH-003,C-2026-PEACH,PEACH-003,S-078,62,2026-06-27,initial,size_curve,0.12,David Park
A-472-S-078-PEACH-004,C-2026-PEACH,PEACH-004,S-078,42,2026-06-28,initial,manual_override,0.06,David Park
A-473-S-078-PEACH-005,C-2026-PEACH,PEACH-005,S-078,79,2026-06-28,initial,manual_override,0.07,David Park
A-474-S-078-PEACH-006,C-2026-PEACH,PEACH-006,S-078,92,2026-06-28,initial,fair_share,0.13,David Park
A-475-S-078-PEACH-007,C-2026-PEACH,PEACH-007,S-078,42,2026-06-29,initial,manual_override,0.1,David Park
A-476-S-078-PEACH-008,C-2026-PEACH,PEACH-008,S-078,77,2026-06-28,chase,fair_share,0.1,David Park
A-477-S-078-PEACH-009,C-2026-PEACH,PEACH-009,S-078,43,2026-06-26,replenishment,manual_override,0.14,David Park
A-478-S-078-PEACH-010,C-2026-PEACH,PEACH-010,S-078,89,2026-06-28,initial,door_index,0.12,David Park
A-479-S-078-PEACH-011,C-2026-PEACH,PEACH-011,S-078,48,2026-06-29,initial,size_curve,0.1,David Park
A-480-S-078-PEACH-012,C-2026-PEACH,PEACH-012,S-078,64,2026-06-26,transfer,door_index,0.08,David Park
A-481-S-038-BTS-001,C-2026-BTS,BTS-001,S-038,180,2026-07-30,initial,size_curve,0.07,Emma Wilson
A-482-S-038-BTS-002,C-2026-BTS,BTS-002,S-038,74,2026-07-30,initial,manual_override,0.06,Emma Wilson
A-483-S-038-BTS-003,C-2026-BTS,BTS-003,S-038,95,2026-07-29,initial,manual_override,0.07,Emma Wilson
A-484-S-038-BTS-004,C-2026-BTS,BTS-004,S-038,90,2026-07-28,initial,fair_share,0.14,Emma Wilson
A-485-S-038-BTS-005,C-2026-BTS,BTS-005,S-038,64,2026-07-27,chase,size_curve,0.15,Emma Wilson
A-486-S-038-BTS-006,C-2026-BTS,BTS-006,S-038,43,2026-07-30,initial,door_index,0.11,Emma Wilson
A-487-S-038-BTS-007,C-2026-BTS,BTS-007,S-038,89,2026-07-27,replenishment,size_curve,0.13,Emma Wilson
A-488-S-038-BTS-008,C-2026-BTS,BTS-008,S-038,74,2026-07-29,initial,door_index,0.08,Emma Wilson
A-489-S-038-BTS-009,C-2026-BTS,BTS-009,S-038,51,2026-07-30,initial,door_index,0.12,Emma Wilson
A-490-S-038-BTS-010,C-2026-BTS,BTS-010,S-038,47,2026-07-27,initial,size_curve,0.11,Emma Wilson
A-491-S-058-BTS-001,C-2026-BTS,BTS-001,S-058,180,2026-07-29,initial,size_curve,0.05,Emma Wilson
A-492-S-058-BTS-002,C-2026-BTS,BTS-002,S-058,44,2026-07-29,initial,size_curve,0.11,Emma Wilson
A-493-S-058-BTS-003,C-2026-BTS,BTS-003,S-058,55,2026-07-28,initial,size_curve,0.06,Emma Wilson
A-494-S-058-BTS-004,C-2026-BTS,BTS-004,S-058,60,2026-07-28,initial,door_index,0.1,Emma Wilson
A-495-S-058-BTS-005,C-2026-BTS,BTS-005,S-058,47,2026-07-29,initial,manual_override,0.06,Emma Wilson
A-496-S-058-BTS-006,C-2026-BTS,BTS-006,S-058,29,2026-07-29,initial,size_curve,0.09,Emma Wilson
A-497-S-058-BTS-007,C-2026-BTS,BTS-007,S-058,28,2026-07-27,transfer,fair_share,0.06,Emma Wilson
A-498-S-058-BTS-008,C-2026-BTS,BTS-008,S-058,37,2026-07-27,initial,door_index,0.15,Emma Wilson
A-499-S-058-BTS-009,C-2026-BTS,BTS-009,S-058,58,2026-07-28,initial,fair_share,0.09,Emma Wilson
A-500-S-058-BTS-010,C-2026-BTS,BTS-010,S-058,49,2026-07-28,initial,size_curve,0.1,Emma Wilson
A-501-S-018-BTS-001,C-2026-BTS,BTS-001,S-018,220,2026-07-27,initial,size_curve,0.14,Emma Wilson
A-502-S-018-BTS-002,C-2026-BTS,BTS-002,S-018,27,2026-07-28,initial,fair_share,0.07,Emma Wilson
A-503-S-018-BTS-003,C-2026-BTS,BTS-003,S-018,49,2026-07-30,initial,door_index,0.12,Emma Wilson
A-504-S-018-BTS-004,C-2026-BTS,BTS-004,S-018,28,2026-07-27,replenishment,door_index,0.1,Emma Wilson
A-505-S-018-BTS-005,C-2026-BTS,BTS-005,S-018,59,2026-07-27,initial,fair_share,0.12,Emma Wilson
A-506-S-018-BTS-006,C-2026-BTS,BTS-006,S-018,24,2026-07-30,initial,size_curve,0.05,Emma Wilson
A-507-S-018-BTS-007,C-2026-BTS,BTS-007,S-018,19,2026-07-30,initial,size_curve,0.11,Emma Wilson
A-508-S-018-BTS-008,C-2026-BTS,BTS-008,S-018,51,2026-07-29,replenishment,manual_override,0.09,Emma Wilson
A-509-S-018-BTS-009,C-2026-BTS,BTS-009,S-018,55,2026-07-27,initial,fair_share,0.09,Emma Wilson
A-510-S-018-BTS-010,C-2026-BTS,BTS-010,S-018,22,2026-07-30,initial,fair_share,0.13,Emma Wilson
A-511-S-098-BTS-001,C-2026-BTS,BTS-001,S-098,220,2026-07-30,initial,fair_share,0.09,Emma Wilson
A-512-S-098-BTS-002,C-2026-BTS,BTS-002,S-098,72,2026-07-30,initial,size_curve,0.11,Emma Wilson
A-513-S-098-BTS-003,C-2026-BTS,BTS-003,S-098,58,2026-07-27,initial,fair_share,0.1,Emma Wilson
A-514-S-098-BTS-004,C-2026-BTS,BTS-004,S-098,74,2026-07-29,initial,manual_override,0.13,Emma Wilson
A-515-S-098-BTS-005,C-2026-BTS,BTS-005,S-098,94,2026-07-28,chase,door_index,0.08,Emma Wilson
A-516-S-098-BTS-006,C-2026-BTS,BTS-006,S-098,96,2026-07-28,chase,fair_share,0.11,Emma Wilson
A-517-S-098-BTS-007,C-2026-BTS,BTS-007,S-098,75,2026-07-29,initial,fair_share,0.11,Emma Wilson
A-518-S-098-BTS-008,C-2026-BTS,BTS-008,S-098,65,2026-07-30,initial,size_curve,0.07,Emma Wilson
A-519-S-098-BTS-009,C-2026-BTS,BTS-009,S-098,97,2026-07-29,initial,door_index,0.11,Emma Wilson
A-520-S-098-BTS-010,C-2026-BTS,BTS-010,S-098,56,2026-07-29,initial,fair_share,0.14,Emma Wilson
A-521-S-053-BTS-001,C-2026-BTS,BTS-001,S-053,220,2026-07-27,initial,fair_share,0.08,Emma Wilson
A-522-S-053-BTS-002,C-2026-BTS,BTS-002,S-053,44,2026-07-28,initial,manual_override,0.15,Emma Wilson
A-523-S-053-BTS-003,C-2026-BTS,BTS-003,S-053,62,2026-07-29,initial,door_index,0.06,Emma Wilson
A-524-S-053-BTS-004,C-2026-BTS,BTS-004,S-053,79,2026-07-30,replenishment,size_curve,0.1,Emma Wilson
A-525-S-053-BTS-005,C-2026-BTS,BTS-005,S-053,61,2026-07-28,initial,door_index,0.11,Emma Wilson
A-526-S-053-BTS-006,C-2026-BTS,BTS-006,S-053,63,2026-07-28,chase,door_index,0.05,Emma Wilson
A-527-S-053-BTS-007,C-2026-BTS,BTS-007,S-053,55,2026-07-29,initial,manual_override,0.08,Emma Wilson
A-528-S-053-BTS-008,C-2026-BTS,BTS-008,S-053,63,2026-07-29,initial,size_curve,0.14,Emma Wilson
A-529-S-053-BTS-009,C-2026-BTS,BTS-009,S-053,69,2026-07-27,initial,size_curve,0.1,Emma Wilson
A-530-S-053-BTS-010,C-2026-BTS,BTS-010,S-053,46,2026-07-29,initial,fair_share,0.13,Emma Wilson
A-531-S-078-BTS-001,C-2026-BTS,BTS-001,S-078,180,2026-07-29,initial,fair_share,0.12,Emma Wilson
A-532-S-078-BTS-002,C-2026-BTS,BTS-002,S-078,97,2026-07-30,replenishment,fair_share,0.13,Emma Wilson
A-533-S-078-BTS-003,C-2026-BTS,BTS-003,S-078,77,2026-07-27,initial,door_index,0.14,Emma Wilson
A-534-S-078-BTS-004,C-2026-BTS,BTS-004,S-078,75,2026-07-28,initial,manual_override,0.12,Emma Wilson
A-535-S-078-BTS-005,C-2026-BTS,BTS-005,S-078,49,2026-07-28,initial,size_curve,0.06,Emma Wilson
A-536-S-078-BTS-006,C-2026-BTS,BTS-006,S-078,72,2026-07-30,initial,fair_share,0.12,Emma Wilson
A-537-S-078-BTS-007,C-2026-BTS,BTS-007,S-078,94,2026-07-29,initial,door_index,0.09,Emma Wilson
A-538-S-078-BTS-008,C-2026-BTS,BTS-008,S-078,51,2026-07-29,initial,manual_override,0.14,Emma Wilson
A-539-S-078-BTS-009,C-2026-BTS,BTS-009,S-078,42,2026-07-29,initial,door_index,0.06,Emma Wilson
A-540-S-078-BTS-010,C-2026-BTS,BTS-010,S-078,63,2026-07-29,initial,door_index,0.1,Emma Wilson
A-541-S-090-BTS-001,C-2026-BTS,BTS-001,S-090,200,2026-07-27,initial,manual_override,0.14,Emma Wilson
A-542-S-090-BTS-002,C-2026-BTS,BTS-002,S-090,42,2026-07-28,initial,size_curve,0.13,Emma Wilson
A-543-S-090-BTS-003,C-2026-BTS,BTS-003,S-090,56,2026-07-29,initial,manual_override,0.09,Emma Wilson
A-544-S-090-BTS-004,C-2026-BTS,BTS-004,S-090,81,2026-07-30,initial,manual_override,0.15,Emma Wilson
A-545-S-090-BTS-005,C-2026-BTS,BTS-005,S-090,54,2026-07-27,initial,size_curve,0.1,Emma Wilson
A-546-S-090-BTS-006,C-2026-BTS,BTS-006,S-090,70,2026-07-30,initial,door_index,0.09,Emma Wilson
A-547-S-090-BTS-007,C-2026-BTS,BTS-007,S-090,54,2026-07-30,initial,size_curve,0.07,Emma Wilson
A-548-S-090-BTS-008,C-2026-BTS,BTS-008,S-090,51,2026-07-29,initial,fair_share,0.12,Emma Wilson
A-549-S-090-BTS-009,C-2026-BTS,BTS-009,S-090,66,2026-07-28,initial,manual_override,0.12,Emma Wilson
A-550-S-090-BTS-010,C-2026-BTS,BTS-010,S-090,70,2026-07-29,initial,manual_override,0.05,Emma Wilson
A-551-S-066-BTS-001,C-2026-BTS,BTS-001,S-066,180,2026-07-29,initial,door_index,0.06,Emma Wilson
A-552-S-066-BTS-002,C-2026-BTS,BTS-002,S-066,72,2026-07-30,replenishment,door_index,0.06,Emma Wilson
A-553-S-066-BTS-003,C-2026-BTS,BTS-003,S-066,56,2026-07-29,initial,manual_override,0.11,Emma Wilson
A-554-S-066-BTS-004,C-2026-BTS,BTS-004,S-066,76,2026-07-30,replenishment,size_curve,0.14,Emma Wilson
A-555-S-066-BTS-005,C-2026-BTS,BTS-005,S-066,53,2026-07-27,initial,manual_override,0.14,Emma Wilson
A-556-S-066-BTS-006,C-2026-BTS,BTS-006,S-066,50,2026-07-29,replenishment,door_index,0.13,Emma Wilson
A-557-S-066-BTS-007,C-2026-BTS,BTS-007,S-066,92,2026-07-29,initial,size_curve,0.07,Emma Wilson
A-558-S-066-BTS-008,C-2026-BTS,BTS-008,S-066,83,2026-07-28,chase,fair_share,0.07,Emma Wilson
A-559-S-066-BTS-009,C-2026-BTS,BTS-009,S-066,64,2026-07-29,initial,door_index,0.1,Emma Wilson
A-560-S-066-BTS-010,C-2026-BTS,BTS-010,S-066,98,2026-07-27,replenishment,fair_share,0.07,Emma Wilson
A-561-S-039-BTS-001,C-2026-BTS,BTS-001,S-039,220,2026-07-30,replenishment,fair_share,0.06,Emma Wilson
A-562-S-039-BTS-002,C-2026-BTS,BTS-002,S-039,57,2026-07-29,replenishment,fair_share,0.14,Emma Wilson
A-563-S-039-BTS-003,C-2026-BTS,BTS-003,S-039,58,2026-07-27,initial,size_curve,0.14,Emma Wilson
A-564-S-039-BTS-004,C-2026-BTS,BTS-004,S-039,59,2026-07-27,initial,manual_override,0.13,Emma Wilson
A-565-S-039-BTS-005,C-2026-BTS,BTS-005,S-039,39,2026-07-28,initial,fair_share,0.09,Emma Wilson
A-566-S-039-BTS-006,C-2026-BTS,BTS-006,S-039,31,2026-07-27,initial,fair_share,0.08,Emma Wilson
A-567-S-039-BTS-007,C-2026-BTS,BTS-007,S-039,49,2026-07-27,initial,fair_share,0.12,Emma Wilson
A-568-S-039-BTS-008,C-2026-BTS,BTS-008,S-039,15,2026-07-30,initial,manual_override,0.12,Emma Wilson
A-569-S-039-BTS-009,C-2026-BTS,BTS-009,S-039,59,2026-07-28,initial,fair_share,0.07,Emma Wilson
A-570-S-039-BTS-010,C-2026-BTS,BTS-010,S-039,56,2026-07-28,initial,manual_override,0.11,Emma Wilson
A-571-S-094-BTS-001,C-2026-BTS,BTS-001,S-094,220,2026-07-28,transfer,manual_override,0.13,Emma Wilson
A-572-S-094-BTS-002,C-2026-BTS,BTS-002,S-094,66,2026-07-27,initial,manual_override,0.08,Emma Wilson
A-573-S-094-BTS-003,C-2026-BTS,BTS-003,S-094,59,2026-07-28,initial,manual_override,0.12,Emma Wilson
A-574-S-094-BTS-004,C-2026-BTS,BTS-004,S-094,94,2026-07-30,initial,manual_override,0.13,Emma Wilson
A-575-S-094-BTS-005,C-2026-BTS,BTS-005,S-094,100,2026-07-29,initial,manual_override,0.13,Emma Wilson
A-576-S-094-BTS-006,C-2026-BTS,BTS-006,S-094,91,2026-07-30,initial,fair_share,0.13,Emma Wilson
A-577-S-094-BTS-007,C-2026-BTS,BTS-007,S-094,92,2026-07-29,initial,manual_override,0.06,Emma Wilson
A-578-S-094-BTS-008,C-2026-BTS,BTS-008,S-094,56,2026-07-29,initial,fair_share,0.12,Emma Wilson
A-579-S-094-BTS-009,C-2026-BTS,BTS-009,S-094,99,2026-07-27,initial,size_curve,0.12,Emma Wilson
A-580-S-094-BTS-010,C-2026-BTS,BTS-010,S-094,78,2026-07-30,chase,door_index,0.11,Emma Wilson
A-581-S-071-BTS-001,C-2026-BTS,BTS-001,S-071,200,2026-07-30,initial,size_curve,0.07,Emma Wilson
A-582-S-071-BTS-002,C-2026-BTS,BTS-002,S-071,145,2026-07-29,initial,fair_share,0.09,Emma Wilson
A-583-S-071-BTS-003,C-2026-BTS,BTS-003,S-071,80,2026-07-29,initial,size_curve,0.13,Emma Wilson
A-584-S-071-BTS-004,C-2026-BTS,BTS-004,S-071,125,2026-07-27,initial,door_index,0.1,Emma Wilson
A-585-S-071-BTS-005,C-2026-BTS,BTS-005,S-071,88,2026-07-30,initial,size_curve,0.08,Emma Wilson
A-586-S-071-BTS-006,C-2026-BTS,BTS-006,S-071,115,2026-07-29,initial,door_index,0.1,Emma Wilson
A-587-S-071-BTS-007,C-2026-BTS,BTS-007,S-071,131,2026-07-30,initial,manual_override,0.1,Emma Wilson
A-588-S-071-BTS-008,C-2026-BTS,BTS-008,S-071,89,2026-07-28,initial,fair_share,0.13,Emma Wilson
A-589-S-071-BTS-009,C-2026-BTS,BTS-009,S-071,112,2026-07-28,initial,manual_override,0.11,Emma Wilson
A-590-S-071-BTS-010,C-2026-BTS,BTS-010,S-071,111,2026-07-28,chase,manual_override,0.12,Emma Wilson
A-591-S-041-BTS-001,C-2026-BTS,BTS-001,S-041,220,2026-07-30,initial,size_curve,0.06,Emma Wilson
A-592-S-041-BTS-002,C-2026-BTS,BTS-002,S-041,80,2026-07-29,initial,door_index,0.13,Emma Wilson
A-593-S-041-BTS-003,C-2026-BTS,BTS-003,S-041,66,2026-07-28,initial,fair_share,0.12,Emma Wilson
A-594-S-041-BTS-004,C-2026-BTS,BTS-004,S-041,56,2026-07-29,initial,manual_override,0.12,Emma Wilson
A-595-S-041-BTS-005,C-2026-BTS,BTS-005,S-041,92,2026-07-28,initial,door_index,0.1,Emma Wilson
A-596-S-041-BTS-006,C-2026-BTS,BTS-006,S-041,62,2026-07-29,replenishment,size_curve,0.07,Emma Wilson
A-597-S-041-BTS-007,C-2026-BTS,BTS-007,S-041,87,2026-07-29,initial,door_index,0.07,Emma Wilson
A-598-S-041-BTS-008,C-2026-BTS,BTS-008,S-041,55,2026-07-28,initial,door_index,0.13,Emma Wilson
A-599-S-041-BTS-009,C-2026-BTS,BTS-009,S-041,93,2026-07-28,initial,fair_share,0.06,Emma Wilson
A-600-S-041-BTS-010,C-2026-BTS,BTS-010,S-041,45,2026-07-27,initial,fair_share,0.13,Emma Wilson
A-601-S-091-BTS-001,C-2026-BTS,BTS-001,S-091,200,2026-07-28,initial,size_curve,0.1,Emma Wilson
A-602-S-091-BTS-002,C-2026-BTS,BTS-002,S-091,145,2026-07-28,initial,door_index,0.06,Emma Wilson
A-603-S-091-BTS-003,C-2026-BTS,BTS-003,S-091,134,2026-07-27,chase,fair_share,0.1,Emma Wilson
A-604-S-091-BTS-004,C-2026-BTS,BTS-004,S-091,130,2026-07-29,initial,fair_share,0.12,Emma Wilson
A-605-S-091-BTS-005,C-2026-BTS,BTS-005,S-091,138,2026-07-28,initial,fair_share,0.12,Emma Wilson
A-606-S-091-BTS-006,C-2026-BTS,BTS-006,S-091,128,2026-07-30,initial,size_curve,0.07,Emma Wilson
A-607-S-091-BTS-007,C-2026-BTS,BTS-007,S-091,113,2026-07-29,initial,size_curve,0.09,Emma Wilson
A-608-S-091-BTS-008,C-2026-BTS,BTS-008,S-091,143,2026-07-27,initial,size_curve,0.09,Emma Wilson
A-609-S-091-BTS-009,C-2026-BTS,BTS-009,S-091,131,2026-07-28,initial,door_index,0.15,Emma Wilson
A-610-S-091-BTS-010,C-2026-BTS,BTS-010,S-091,109,2026-07-30,initial,door_index,0.11,Emma Wilson
A-611-S-081-BTS-001,C-2026-BTS,BTS-001,S-081,200,2026-07-29,initial,door_index,0.1,Emma Wilson
A-612-S-081-BTS-002,C-2026-BTS,BTS-002,S-081,40,2026-07-29,initial,door_index,0.15,Emma Wilson
A-613-S-081-BTS-003,C-2026-BTS,BTS-003,S-081,94,2026-07-28,initial,size_curve,0.08,Emma Wilson
A-614-S-081-BTS-004,C-2026-BTS,BTS-004,S-081,94,2026-07-30,initial,door_index,0.06,Emma Wilson
A-615-S-081-BTS-005,C-2026-BTS,BTS-005,S-081,92,2026-07-28,initial,fair_share,0.09,Emma Wilson
A-616-S-081-BTS-006,C-2026-BTS,BTS-006,S-081,61,2026-07-28,initial,size_curve,0.08,Emma Wilson
A-617-S-081-BTS-007,C-2026-BTS,BTS-007,S-081,66,2026-07-30,initial,door_index,0.11,Emma Wilson
A-618-S-081-BTS-008,C-2026-BTS,BTS-008,S-081,81,2026-07-29,transfer,size_curve,0.09,Emma Wilson
A-619-S-081-BTS-009,C-2026-BTS,BTS-009,S-081,83,2026-07-27,initial,manual_override,0.14,Emma Wilson
A-620-S-081-BTS-010,C-2026-BTS,BTS-010,S-081,64,2026-07-28,initial,door_index,0.14,Emma Wilson
A-621-S-028-BTS-001,C-2026-BTS,BTS-001,S-028,220,2026-07-28,initial,manual_override,0.13,Emma Wilson
A-622-S-028-BTS-002,C-2026-BTS,BTS-002,S-028,44,2026-07-30,initial,door_index,0.08,Emma Wilson
A-623-S-028-BTS-003,C-2026-BTS,BTS-003,S-028,81,2026-07-28,initial,manual_override,0.08,Emma Wilson
A-624-S-028-BTS-004,C-2026-BTS,BTS-004,S-028,68,2026-07-28,initial,manual_override,0.09,Emma Wilson
A-625-S-028-BTS-005,C-2026-BTS,BTS-005,S-028,51,2026-07-30,initial,door_index,0.12,Emma Wilson
A-626-S-028-BTS-006,C-2026-BTS,BTS-006,S-028,100,2026-07-30,initial,manual_override,0.06,Emma Wilson
A-627-S-028-BTS-007,C-2026-BTS,BTS-007,S-028,44,2026-07-27,initial,fair_share,0.13,Emma Wilson
A-628-S-028-BTS-008,C-2026-BTS,BTS-008,S-028,73,2026-07-30,initial,door_index,0.06,Emma Wilson
A-629-S-028-BTS-009,C-2026-BTS,BTS-009,S-028,99,2026-07-27,initial,door_index,0.12,Emma Wilson
A-630-S-028-BTS-010,C-2026-BTS,BTS-010,S-028,68,2026-07-29,initial,door_index,0.05,Emma Wilson
A-631-S-026-BTS-001,C-2026-BTS,BTS-001,S-026,220,2026-07-28,replenishment,size_curve,0.14,Emma Wilson
A-632-S-026-BTS-002,C-2026-BTS,BTS-002,S-026,69,2026-07-28,initial,door_index,0.15,Emma Wilson
A-633-S-026-BTS-003,C-2026-BTS,BTS-003,S-026,84,2026-07-29,initial,manual_override,0.11,Emma Wilson
A-634-S-026-BTS-004,C-2026-BTS,BTS-004,S-026,80,2026-07-27,initial,size_curve,0.14,Emma Wilson
A-635-S-026-BTS-005,C-2026-BTS,BTS-005,S-026,70,2026-07-29,replenishment,manual_override,0.08,Emma Wilson
A-636-S-026-BTS-006,C-2026-BTS,BTS-006,S-026,66,2026-07-28,initial,fair_share,0.05,Emma Wilson
A-637-S-026-BTS-007,C-2026-BTS,BTS-007,S-026,92,2026-07-29,initial,manual_override,0.1,Emma Wilson
A-638-S-026-BTS-008,C-2026-BTS,BTS-008,S-026,84,2026-07-27,chase,manual_override,0.08,Emma Wilson
A-639-S-026-BTS-009,C-2026-BTS,BTS-009,S-026,89,2026-07-27,initial,door_index,0.13,Emma Wilson
A-640-S-026-BTS-010,C-2026-BTS,BTS-010,S-026,75,2026-07-28,initial,manual_override,0.09,Emma Wilson
A-641-S-027-BTS-001,C-2026-BTS,BTS-001,S-027,180,2026-07-27,replenishment,door_index,0.08,Emma Wilson
A-642-S-027-BTS-002,C-2026-BTS,BTS-002,S-027,42,2026-07-29,initial,size_curve,0.08,Emma Wilson
A-643-S-027-BTS-003,C-2026-BTS,BTS-003,S-027,49,2026-07-28,initial,fair_share,0.07,Emma Wilson
A-644-S-027-BTS-004,C-2026-BTS,BTS-004,S-027,33,2026-07-30,initial,manual_override,0.08,Emma Wilson
A-645-S-027-BTS-005,C-2026-BTS,BTS-005,S-027,54,2026-07-27,initial,fair_share,0.07,Emma Wilson
A-646-S-027-BTS-006,C-2026-BTS,BTS-006,S-027,49,2026-07-30,initial,fair_share,0.08,Emma Wilson
A-647-S-027-BTS-007,C-2026-BTS,BTS-007,S-027,23,2026-07-27,initial,door_index,0.06,Emma Wilson
A-648-S-027-BTS-008,C-2026-BTS,BTS-008,S-027,15,2026-07-27,initial,manual_override,0.08,Emma Wilson
A-649-S-027-BTS-009,C-2026-BTS,BTS-009,S-027,46,2026-07-28,initial,fair_share,0.08,Emma Wilson
A-650-S-027-BTS-010,C-2026-BTS,BTS-010,S-027,24,2026-07-30,initial,manual_override,0.06,Emma Wilson
A-651-S-080-BTS-001,C-2026-BTS,BTS-001,S-080,200,2026-07-29,initial,size_curve,0.13,Emma Wilson
A-652-S-080-BTS-002,C-2026-BTS,BTS-002,S-080,93,2026-07-30,initial,door_index,0.09,Emma Wilson
A-653-S-080-BTS-003,C-2026-BTS,BTS-003,S-080,68,2026-07-29,initial,fair_share,0.07,Emma Wilson
A-654-S-080-BTS-004,C-2026-BTS,BTS-004,S-080,87,2026-07-30,initial,door_index,0.1,Emma Wilson
A-655-S-080-BTS-005,C-2026-BTS,BTS-005,S-080,83,2026-07-28,chase,door_index,0.11,Emma Wilson
A-656-S-080-BTS-006,C-2026-BTS,BTS-006,S-080,42,2026-07-30,initial,size_curve,0.07,Emma Wilson
A-657-S-080-BTS-007,C-2026-BTS,BTS-007,S-080,96,2026-07-30,replenishment,door_index,0.15,Emma Wilson
A-658-S-080-BTS-008,C-2026-BTS,BTS-008,S-080,55,2026-07-27,initial,door_index,0.13,Emma Wilson
A-659-S-080-BTS-009,C-2026-BTS,BTS-009,S-080,77,2026-07-30,initial,door_index,0.05,Emma Wilson
A-660-S-080-BTS-010,C-2026-BTS,BTS-010,S-080,42,2026-07-27,initial,door_index,0.09,Emma Wilson
A-661-S-100-BTS-001,C-2026-BTS,BTS-001,S-100,180,2026-07-29,initial,fair_share,0.12,Emma Wilson
A-662-S-100-BTS-002,C-2026-BTS,BTS-002,S-100,36,2026-07-30,initial,door_index,0.12,Emma Wilson
A-663-S-100-BTS-003,C-2026-BTS,BTS-003,S-100,21,2026-07-29,initial,size_curve,0.15,Emma Wilson
A-664-S-100-BTS-004,C-2026-BTS,BTS-004,S-100,56,2026-07-28,replenishment,manual_override,0.12,Emma Wilson
A-665-S-100-BTS-005,C-2026-BTS,BTS-005,S-100,16,2026-07-27,initial,door_index,0.08,Emma Wilson
A-666-S-100-BTS-006,C-2026-BTS,BTS-006,S-100,17,2026-07-27,initial,size_curve,0.1,Emma Wilson
A-667-S-100-BTS-007,C-2026-BTS,BTS-007,S-100,46,2026-07-29,initial,size_curve,0.08,Emma Wilson
A-668-S-100-BTS-008,C-2026-BTS,BTS-008,S-100,44,2026-07-28,replenishment,door_index,0.06,Emma Wilson
A-669-S-100-BTS-009,C-2026-BTS,BTS-009,S-100,24,2026-07-27,initial,size_curve,0.1,Emma Wilson
A-670-S-100-BTS-010,C-2026-BTS,BTS-010,S-100,44,2026-07-30,initial,manual_override,0.12,Emma Wilson
A-671-S-045-BTS-001,C-2026-BTS,BTS-001,S-045,180,2026-07-28,initial,door_index,0.08,Emma Wilson
A-672-S-045-BTS-002,C-2026-BTS,BTS-002,S-045,44,2026-07-27,initial,manual_override,0.13,Emma Wilson
A-673-S-045-BTS-003,C-2026-BTS,BTS-003,S-045,49,2026-07-28,initial,size_curve,0.06,Emma Wilson
A-674-S-045-BTS-004,C-2026-BTS,BTS-004,S-045,73,2026-07-30,initial,door_index,0.07,Emma Wilson
A-675-S-045-BTS-005,C-2026-BTS,BTS-005,S-045,42,2026-07-29,initial,door_index,0.06,Emma Wilson
A-676-S-045-BTS-006,C-2026-BTS,BTS-006,S-045,76,2026-07-27,initial,size_curve,0.05,Emma Wilson
A-677-S-045-BTS-007,C-2026-BTS,BTS-007,S-045,54,2026-07-30,initial,door_index,0.12,Emma Wilson
A-678-S-045-BTS-008,C-2026-BTS,BTS-008,S-045,99,2026-07-30,initial,fair_share,0.09,Emma Wilson
A-679-S-045-BTS-009,C-2026-BTS,BTS-009,S-045,87,2026-07-27,replenishment,fair_share,0.13,Emma Wilson
A-680-S-045-BTS-010,C-2026-BTS,BTS-010,S-045,57,2026-07-30,initial,size_curve,0.06,Emma Wilson
