confirmation_id,allocation_id,shipment_id,campaign_id,store_id,sku,received_quantity,received_date,receipt_status,receiving_exception_type,receiving_owner,visit_id,visit_date,visit_timestamp,visit_status,gps_coordinates,checklist_completion_pct,planogram_compliance,pricing_accuracy,on_shelf_availability_pct,training_completion_flag,audit_level,audit_status,compliance_score,audit_comments,exception_flag,non_completion_reason,campaign_store_status,confirmation_timestamp
CONF-693-S-070-BTS-005,A-715-S-070-BTS-005,SH-715-S-070-BTS-005,C-2026-BTS,S-070,BTS-005,39,2026-07-31,accepted,none,Mark Thompson,V-693-S-070,2026-08-07,2026-08-07T09:30:00-07:00,completed,"41.1827,-77.2923",0.98,False,False,0.89,True,L2,approved,82.2,,False,,completed,2026-08-07T09:15:00-07:00
CONF-694-S-070-BTS-006,A-716-S-070-BTS-006,SH-716-S-070-BTS-006,C-2026-BTS,S-070,BTS-006,45,2026-07-29,accepted,none,Rachel Green,V-694-S-070,2026-08-03,2026-08-03T10:45:00-07:00,completed,"43.6249,-72.7012",0.94,True,True,0.9,True,L1,approved,72.9,,False,,completed,2026-08-03T11:45:00-07:00
CONF-695-S-070-BTS-007,A-717-S-070-BTS-007,SH-717-S-070-BTS-007,C-2026-BTS,S-070,BTS-007,52,2026-07-30,accepted,none,Amy Davis,V-695-S-070,2026-08-03,2026-08-03T12:15:00-07:00,completed,"43.5174,-115.8696",0.82,True,True,0.91,True,L2,approved,94.2,,False,,completed,2026-08-03T14:15:00-07:00
CONF-696-S-070-BTS-008,A-718-S-070-BTS-008,SH-718-S-070-BTS-008,C-2026-BTS,S-070,BTS-008,15,2026-07-30,accepted,none,Mark Thompson,V-696-S-070,2026-08-05,2026-08-05T12:45:00-07:00,completed,"29.1599,-85.678",0.86,True,True,0.9,True,L1,approved,91.4,,False,,completed,2026-08-05T14:15:00-07:00
CONF-697-S-070-BTS-009,A-719-S-070-BTS-009,SH-719-S-070-BTS-009,C-2026-BTS,S-070,BTS-009,49,2026-08-01,accepted,none,Sofia Reyes,V-697-S-070,2026-08-01,2026-08-01T13:15:00-07:00,completed,"37.7102,-87.5966",0.91,True,True,0.97,True,L1,approved,85.0,,False,,completed,2026-08-01T13:15:00-07:00
CONF-698-S-070-BTS-010,A-720-S-070-BTS-010,SH-720-S-070-BTS-010,C-2026-BTS,S-070,BTS-010,54,2026-07-28,accepted,none,Kevin Liu,V-698-S-070,2026-08-03,2026-08-03T08:00:00-07:00,completed,"29.5615,-103.8178",0.99,True,True,0.89,True,L3,pending,60.0,,False,,completed,2026-08-03T10:15:00-07:00
CONF-699-S-042-BTS-001,A-721-S-042-BTS-001,SH-721-S-042-BTS-001,C-2026-BTS,S-042,BTS-001,201,2026-07-27,accepted,none,Amy Davis,V-699-S-042,2026-08-08,2026-08-08T17:00:00-07:00,completed,"35.0163,-71.4338",0.85,True,True,0.92,False,L1,approved,93.5,,False,,completed,2026-08-08T20:45:00-07:00
CONF-700-S-042-BTS-002,A-722-S-042-BTS-002,SH-722-S-042-BTS-002,C-2026-BTS,S-042,BTS-002,72,2026-08-01,partial,damage,Sofia Reyes,V-700-S-042,2026-08-07,2026-08-07T08:30:00-07:00,completed,"43.7202,-108.8815",0.85,True,True,0.97,True,L2,rejected,52.5,Damaged units found during receiving check.,True,,completed,2026-08-07T08:45:00-07:00
CONF-701-S-042-BTS-003,A-723-S-042-BTS-003,SH-723-S-042-BTS-003,C-2026-BTS,S-042,BTS-003,67,2026-08-01,accepted,none,Ravi Kumar,V-701-S-042,2026-08-06,2026-08-06T11:00:00-07:00,completed,"43.3099,-91.5436",0.99,True,True,0.93,True,L1,approved,97.9,,False,,completed,2026-08-06T14:30:00-07:00
CONF-702-S-042-BTS-004,A-724-S-042-BTS-004,SH-724-S-042-BTS-004,C-2026-BTS,S-042,BTS-004,72,2026-08-01,partial,shortage,Amy Davis,V-702-S-042,2026-08-06,2026-08-06T17:00:00-07:00,completed,"47.8498,-112.8899",0.88,True,True,0.84,True,L3,rejected,47.2,Significant shortage in received quantity.,True,,completed,2026-08-06T18:45:00-07:00
CONF-703-S-042-BTS-005,A-725-S-042-BTS-005,SH-725-S-042-BTS-005,C-2026-BTS,S-042,BTS-005,64,2026-07-30,accepted,none,Ben Carter,V-703-S-042,2026-08-03,2026-08-03T08:15:00-07:00,completed,"34.7392,-83.2515",0.95,True,True,0.87,True,L1,approved,96.0,,False,,completed,2026-08-03T09:00:00-07:00
CONF-704-S-042-BTS-006,A-726-S-042-BTS-006,SH-726-S-042-BTS-006,C-2026-BTS,S-042,BTS-006,54,2026-07-29,accepted,none,Tom Harris,V-704-S-042,2026-08-05,2026-08-05T17:00:00-07:00,completed,"33.328,-108.0343",0.96,True,True,0.87,True,L1,approved,89.8,,False,,completed,2026-08-05T17:45:00-07:00
CONF-705-S-042-BTS-008,A-728-S-042-BTS-008,SH-728-S-042-BTS-008,C-2026-BTS,S-042,BTS-008,96,2026-07-28,partial,overage,Kevin Liu,V-705-S-042,2026-08-02,2026-08-02T16:15:00-07:00,completed,"38.1412,-101.6178",0.99,True,True,0.92,True,L1,approved,72.8,Minor overage noted during receiving.,True,,completed,2026-08-02T17:00:00-07:00
CONF-706-S-042-BTS-009,A-729-S-042-BTS-009,SH-729-S-042-BTS-009,C-2026-BTS,S-042,BTS-009,73,2026-07-31,accepted,none,Ben Carter,V-706-S-042,2026-08-09,2026-08-09T15:00:00-07:00,in_progress,"27.9801,-74.4962",0.7,False,True,0.55,True,L1,approved,79.0,,True,Store did not begin setup; staff absence.,not_started,2026-08-09T17:00:00-07:00
CONF-707-S-042-BTS-010,A-730-S-042-BTS-010,SH-730-S-042-BTS-010,C-2026-BTS,S-042,BTS-010,82,2026-07-30,accepted,none,Ben Carter,V-707-S-042,2026-08-08,2026-08-08T15:45:00-07:00,completed,"25.216,-106.0092",0.86,True,True,0.94,True,L2,approved,88.7,,False,,completed,2026-08-08T18:00:00-07:00
CONF-708-S-015-BTS-001,A-731-S-015-BTS-001,SH-731-S-015-BTS-001,C-2026-BTS,S-015,BTS-001,182,2026-07-28,accepted,none,Lisa Wong,V-708-S-015,2026-08-04,2026-08-04T11:15:00-07:00,completed,"38.3433,-98.9901",0.97,True,True,0.95,True,L3,approved,79.5,,False,,completed,2026-08-04T12:30:00-07:00
CONF-709-S-015-BTS-002,A-732-S-015-BTS-002,SH-732-S-015-BTS-002,C-2026-BTS,S-015,BTS-002,47,2026-07-31,accepted,none,Mark Thompson,V-709-S-015,2026-08-01,2026-08-01T12:45:00-07:00,completed,"37.4522,-70.4586",0.88,True,True,0.83,True,L1,approved,94.9,,False,,completed,2026-08-01T13:00:00-07:00
CONF-710-S-015-BTS-003,A-733-S-015-BTS-003,SH-733-S-015-BTS-003,C-2026-BTS,S-015,BTS-003,92,2026-07-30,accepted,none,Kevin Liu,V-710-S-015,2026-08-08,2026-08-08T09:00:00-07:00,completed,"36.1347,-70.3385",0.89,True,True,0.86,True,L1,approved,84.3,,False,,completed,2026-08-08T09:00:00-07:00
CONF-711-S-015-BTS-004,A-734-S-015-BTS-004,SH-734-S-015-BTS-004,C-2026-BTS,S-015,BTS-004,70,2026-07-31,accepted,none,Ravi Kumar,V-711-S-015,2026-08-05,2026-08-05T13:30:00-07:00,completed,"38.3393,-89.5572",0.85,True,True,0.87,True,L2,approved,86.5,,False,,completed,2026-08-05T13:15:00-07:00
CONF-712-S-015-BTS-005,A-735-S-015-BTS-005,SH-735-S-015-BTS-005,C-2026-BTS,S-015,BTS-005,90,2026-07-29,accepted,none,Amy Davis,V-712-S-015,2026-08-07,2026-08-07T11:15:00-07:00,completed,"25.7767,-81.6235",0.89,True,True,0.92,True,L2,approved,85.8,,False,,completed,2026-08-07T14:45:00-07:00
CONF-713-S-015-BTS-006,A-736-S-015-BTS-006,SH-736-S-015-BTS-006,C-2026-BTS,S-015,BTS-006,60,2026-07-29,accepted,none,Rachel Green,V-713-S-015,2026-08-03,2026-08-03T15:00:00-07:00,completed,"46.7661,-82.0355",1.0,True,True,0.88,True,L2,approved,97.1,,False,,completed,2026-08-03T15:00:00-07:00
CONF-714-S-015-BTS-007,A-737-S-015-BTS-007,SH-737-S-015-BTS-007,C-2026-BTS,S-015,BTS-007,51,2026-07-30,accepted,none,Lisa Wong,V-714-S-015,2026-08-04,2026-08-04T10:15:00-07:00,completed,"31.4382,-118.8721",0.88,True,False,0.97,True,L1,approved,89.8,,False,,completed,2026-08-04T11:30:00-07:00
CONF-715-S-015-BTS-008,A-738-S-015-BTS-008,SH-738-S-015-BTS-008,C-2026-BTS,S-015,BTS-008,73,2026-07-29,accepted,none,Jess Brooks,V-715-S-015,2026-08-06,2026-08-06T16:45:00-07:00,completed,"38.7721,-115.4828",0.9,True,True,0.81,True,L2,approved,84.9,,False,,completed,2026-08-06T18:15:00-07:00
CONF-716-S-015-BTS-009,A-739-S-015-BTS-009,SH-739-S-015-BTS-009,C-2026-BTS,S-015,BTS-009,50,2026-07-30,accepted,none,Mark Thompson,V-716-S-015,2026-08-06,2026-08-06T09:00:00-07:00,completed,"28.8345,-102.4968",0.86,True,True,0.86,True,L1,approved,97.2,,False,,completed,2026-08-06T09:30:00-07:00
CONF-717-S-015-BTS-010,A-740-S-015-BTS-010,SH-740-S-015-BTS-010,C-2026-BTS,S-015,BTS-010,72,2026-07-29,partial,shortage,Mark Thompson,V-717-S-015,2026-08-07,2026-08-07T16:45:00-07:00,completed,"40.6109,-117.8978",0.94,True,True,0.85,True,L1,pending,84.2,Minor shortage noted during receiving.,True,,completed,2026-08-07T19:00:00-07:00
CONF-718-S-046-BTS-001,A-741-S-046-BTS-001,SH-741-S-046-BTS-001,C-2026-BTS,S-046,BTS-001,189,2026-07-29,accepted,none,Ravi Kumar,V-718-S-046,2026-08-03,2026-08-03T15:45:00-07:00,completed,"29.6686,-80.1209",0.82,True,True,0.91,True,L1,approved,83.3,,False,,completed,2026-08-03T16:45:00-07:00
CONF-719-S-046-BTS-002,A-742-S-046-BTS-002,SH-742-S-046-BTS-002,C-2026-BTS,S-046,BTS-002,38,2026-07-27,accepted,none,Lisa Wong,V-719-S-046,2026-08-04,2026-08-04T10:00:00-07:00,completed,"25.4459,-116.071",0.81,True,True,0.94,True,L1,approved,90.5,,False,,completed,2026-08-04T13:00:00-07:00
CONF-720-S-046-BTS-003,A-743-S-046-BTS-003,SH-743-S-046-BTS-003,C-2026-BTS,S-046,BTS-003,89,2026-07-28,accepted,none,Tom Harris,V-720-S-046,2026-08-06,2026-08-06T09:45:00-07:00,completed,"39.2488,-87.0726",0.94,False,True,0.88,True,L1,approved,70.5,,False,,completed,2026-08-06T11:45:00-07:00
CONF-721-S-046-BTS-004,A-744-S-046-BTS-004,SH-744-S-046-BTS-004,C-2026-BTS,S-046,BTS-004,43,2026-07-30,accepted,none,Mark Thompson,V-721-S-046,2026-08-08,2026-08-08T12:15:00-07:00,completed,"44.9576,-100.0878",0.9,True,True,0.95,True,L2,approved,86.0,,False,,completed,2026-08-08T12:15:00-07:00
CONF-722-S-046-BTS-005,A-745-S-046-BTS-005,SH-745-S-046-BTS-005,C-2026-BTS,S-046,BTS-005,63,2026-07-29,accepted,none,Tom Harris,V-722-S-046,2026-08-04,2026-08-04T16:00:00-07:00,completed,"43.2993,-76.7786",0.87,True,True,0.83,True,L1,approved,79.6,,False,,completed,2026-08-04T19:00:00-07:00
CONF-723-S-046-BTS-006,A-746-S-046-BTS-006,SH-746-S-046-BTS-006,C-2026-BTS,S-046,BTS-006,83,2026-08-01,accepted,none,Ben Carter,V-723-S-046,2026-08-01,2026-08-01T09:45:00-07:00,completed,"40.3941,-118.6146",0.83,False,True,0.82,True,L1,approved,73.5,,False,,completed,2026-08-01T12:45:00-07:00
CONF-724-S-046-BTS-007,A-747-S-046-BTS-007,SH-747-S-046-BTS-007,C-2026-BTS,S-046,BTS-007,57,2026-07-31,accepted,none,Ravi Kumar,V-724-S-046,2026-08-01,2026-08-01T17:15:00-07:00,completed,"36.627,-90.3305",0.82,True,True,0.98,True,L2,pending,81.1,,False,,completed,2026-08-01T20:30:00-07:00
CONF-725-S-046-BTS-008,A-748-S-046-BTS-008,SH-748-S-046-BTS-008,C-2026-BTS,S-046,BTS-008,101,2026-07-31,partial,overage,Rachel Green,V-725-S-046,2026-08-08,2026-08-08T15:30:00-07:00,completed,"46.039,-105.0487",0.96,True,True,0.83,True,L1,approved,89.4,Minor overage noted during receiving.,True,,completed,2026-08-08T15:30:00-07:00
CONF-726-S-046-BTS-009,A-749-S-046-BTS-009,SH-749-S-046-BTS-009,C-2026-BTS,S-046,BTS-009,62,2026-08-01,accepted,none,Rachel Green,V-726-S-046,2026-08-08,2026-08-08T15:15:00-07:00,completed,"36.0404,-75.9066",0.85,True,True,0.93,True,L1,approved,84.5,,False,,completed,2026-08-08T18:45:00-07:00
CONF-727-S-046-BTS-010,A-750-S-046-BTS-010,SH-750-S-046-BTS-010,C-2026-BTS,S-046,BTS-010,60,2026-07-28,accepted,none,Amy Davis,V-727-S-046,2026-08-02,2026-08-02T14:30:00-07:00,completed,"44.2031,-89.3308",0.91,True,True,0.99,True,L1,approved,83.2,,False,,completed,2026-08-02T15:00:00-07:00
CONF-728-S-072-BTS-001,A-751-S-072-BTS-001,SH-751-S-072-BTS-001,C-2026-BTS,S-072,BTS-001,177,2026-07-28,accepted,none,Rachel Green,V-728-S-072,2026-08-05,2026-08-05T17:00:00-04:00,completed,"36.1074,-96.1059",0.83,True,True,0.94,True,L2,approved,77.3,,False,,completed,2026-08-05T20:30:00-04:00
CONF-729-S-072-BTS-002,A-752-S-072-BTS-002,SH-752-S-072-BTS-002,C-2026-BTS,S-072,BTS-002,21,2026-07-27,accepted,none,Sofia Reyes,V-729-S-072,2026-08-04,2026-08-04T17:00:00-04:00,completed,"45.9845,-86.0615",0.83,True,True,0.82,True,L2,approved,95.5,,False,,completed,2026-08-04T19:00:00-04:00
CONF-730-S-072-BTS-003,A-753-S-072-BTS-003,SH-753-S-072-BTS-003,C-2026-BTS,S-072,BTS-003,43,2026-07-30,accepted,none,Mark Thompson,V-730-S-072,2026-08-01,2026-08-01T09:30:00-04:00,completed,"30.0008,-103.502",0.91,True,True,0.86,True,L1,approved,92.2,,False,,completed,2026-08-01T10:15:00-04:00
CONF-731-S-072-BTS-004,A-754-S-072-BTS-004,SH-754-S-072-BTS-004,C-2026-BTS,S-072,BTS-004,33,2026-07-28,accepted,none,Ravi Kumar,V-731-S-072,2026-08-08,2026-08-08T09:30:00-04:00,completed,"43.1618,-111.6918",0.95,True,True,0.95,True,L1,pending,65.1,,False,,completed,2026-08-08T10:00:00-04:00
CONF-732-S-072-BTS-005,A-755-S-072-BTS-005,SH-755-S-072-BTS-005,C-2026-BTS,S-072,BTS-005,55,2026-07-30,accepted,none,Sofia Reyes,V-732-S-072,2026-08-01,2026-08-01T12:45:00-04:00,completed,"44.8873,-87.7539",0.86,True,True,0.97,True,L1,approved,71.5,,False,,completed,2026-08-01T15:00:00-04:00
CONF-733-S-072-BTS-006,A-756-S-072-BTS-006,SH-756-S-072-BTS-006,C-2026-BTS,S-072,BTS-006,58,2026-07-31,accepted,none,Ben Carter,V-733-S-072,2026-08-08,2026-08-08T10:00:00-04:00,completed,"46.8584,-79.4288",0.85,True,True,0.86,True,L1,approved,77.8,,False,,completed,2026-08-08T13:45:00-04:00
CONF-734-S-072-BTS-007,A-757-S-072-BTS-007,SH-757-S-072-BTS-007,C-2026-BTS,S-072,BTS-007,57,2026-07-27,accepted,none,Ben Carter,V-734-S-072,2026-08-06,2026-08-06T16:45:00-04:00,completed,"35.5035,-107.594",0.96,True,True,0.85,True,L1,approved,87.6,,False,,completed,2026-08-06T17:30:00-04:00
CONF-735-S-072-BTS-008,A-758-S-072-BTS-008,SH-758-S-072-BTS-008,C-2026-BTS,S-072,BTS-008,35,2026-07-29,accepted,none,Rachel Green,V-735-S-072,2026-08-02,2026-08-02T10:30:00-04:00,completed,"25.4977,-91.4972",0.87,True,True,0.81,True,L1,approved,81.2,,False,,completed,2026-08-02T13:30:00-04:00
CONF-736-S-072-BTS-009,A-759-S-072-BTS-009,SH-759-S-072-BTS-009,C-2026-BTS,S-072,BTS-009,22,2026-07-29,accepted,none,Sofia Reyes,V-736-S-072,2026-08-01,2026-08-01T09:30:00-04:00,completed,"37.2894,-95.0672",0.96,True,True,1.0,True,L1,approved,92.9,,False,,completed,2026-08-01T11:30:00-04:00
CONF-737-S-072-BTS-010,A-760-S-072-BTS-010,SH-760-S-072-BTS-010,C-2026-BTS,S-072,BTS-010,23,2026-07-30,accepted,none,Lisa Wong,V-737-S-072,2026-08-03,2026-08-03T13:00:00-04:00,completed,"30.3491,-79.9608",0.81,True,True,0.92,True,L2,approved,94.8,,False,,completed,2026-08-03T14:30:00-04:00
CONF-738-S-062-BTS-001,A-761-S-062-BTS-001,SH-761-S-062-BTS-001,C-2026-BTS,S-062,BTS-001,193,2026-07-29,accepted,none,Rachel Green,V-738-S-062,2026-08-05,2026-08-05T12:00:00-04:00,completed,"32.6632,-95.1394",0.95,True,True,0.98,True,L2,approved,84.4,,False,,completed,2026-08-05T15:00:00-04:00
CONF-739-S-062-BTS-002,A-762-S-062-BTS-002,SH-762-S-062-BTS-002,C-2026-BTS,S-062,BTS-002,20,2026-07-31,accepted,none,Mark Thompson,V-739-S-062,2026-08-15,2026-08-15T14:15:00-04:00,completed,"45.5109,-84.1941",0.57,True,True,0.4,True,L1,rejected,44.5,Campaign setup not completed by launch date.,True,Store did not begin setup; staff absence.,not_started,2026-08-15T14:30:00-04:00
CONF-740-S-062-BTS-003,A-763-S-062-BTS-003,SH-763-S-062-BTS-003,C-2026-BTS,S-062,BTS-003,44,2026-07-29,accepted,none,Sofia Reyes,V-740-S-062,2026-08-06,2026-08-06T14:45:00-04:00,completed,"32.0397,-85.7081",0.94,True,True,0.9,True,L1,approved,72.2,,False,,completed,2026-08-06T17:00:00-04:00
CONF-741-S-062-BTS-004,A-764-S-062-BTS-004,SH-764-S-062-BTS-004,C-2026-BTS,S-062,BTS-004,45,2026-07-31,accepted,none,Kevin Liu,V-741-S-062,2026-08-01,2026-08-01T11:15:00-04:00,completed,"37.3728,-109.6438",0.86,True,True,0.82,True,L1,approved,97.1,,False,,completed,2026-08-01T14:00:00-04:00
CONF-742-S-062-BTS-005,A-765-S-062-BTS-005,SH-765-S-062-BTS-005,C-2026-BTS,S-062,BTS-005,42,2026-07-31,accepted,none,Kevin Liu,V-742-S-062,2026-08-06,2026-08-06T17:00:00-04:00,completed,"40.1993,-100.9095",1.0,True,True,0.83,True,L1,pending,83.7,,False,,completed,2026-08-06T19:00:00-04:00
CONF-743-S-062-BTS-006,A-766-S-062-BTS-006,SH-766-S-062-BTS-006,C-2026-BTS,S-062,BTS-006,40,2026-07-29,partial,shortage,Jess Brooks,V-743-S-062,2026-08-05,2026-08-05T10:15:00-04:00,completed,"33.0892,-105.8641",0.89,True,True,0.96,True,L1,approved,96.7,Minor shortage noted during receiving.,True,,completed,2026-08-05T13:15:00-04:00
CONF-744-S-062-BTS-007,A-767-S-062-BTS-007,SH-767-S-062-BTS-007,C-2026-BTS,S-062,BTS-007,23,2026-07-30,accepted,none,Jess Brooks,V-744-S-062,2026-08-06,2026-08-06T12:30:00-04:00,completed,"34.4681,-75.4151",0.85,True,True,0.99,True,L1,approved,80.4,,False,,completed,2026-08-06T14:15:00-04:00
CONF-745-S-062-BTS-008,A-768-S-062-BTS-008,SH-768-S-062-BTS-008,C-2026-BTS,S-062,BTS-008,16,2026-07-29,accepted,none,Ravi Kumar,V-745-S-062,2026-08-07,2026-08-07T13:45:00-04:00,completed,"40.3832,-80.2197",0.96,True,True,0.99,True,L1,approved,82.3,,False,,completed,2026-08-07T13:30:00-04:00
CONF-746-S-062-BTS-009,A-769-S-062-BTS-009,SH-769-S-062-BTS-009,C-2026-BTS,S-062,BTS-009,29,2026-07-30,partial,shortage,Sofia Reyes,V-746-S-062,2026-08-06,2026-08-06T13:15:00-04:00,completed,"41.1806,-95.8945",0.85,True,True,0.9,True,L1,approved,73.0,Minor shortage noted during receiving.,True,,completed,2026-08-06T14:45:00-04:00
CONF-747-S-062-BTS-010,A-770-S-062-BTS-010,SH-770-S-062-BTS-010,C-2026-BTS,S-062,BTS-010,54,2026-07-31,accepted,none,Ben Carter,V-747-S-062,2026-08-09,2026-08-09T08:15:00-04:00,in_progress,"32.7514,-118.8112",0.52,True,True,0.41,True,L2,approved,85.4,,True,Setup in progress; awaiting POSM delivery.,in_progress,2026-08-09T10:30:00-04:00
CONF-748-S-054-BTS-001,A-771-S-054-BTS-001,SH-771-S-054-BTS-001,C-2026-BTS,S-054,BTS-001,165,2026-07-30,accepted,none,Sofia Reyes,V-748-S-054,2026-08-04,2026-08-04T16:45:00-05:00,completed,"33.6827,-100.4136",0.8,True,True,0.85,True,L1,pending,74.5,,False,,completed,2026-08-04T17:30:00-05:00
CONF-749-S-054-BTS-002,A-772-S-054-BTS-002,SH-772-S-054-BTS-002,C-2026-BTS,S-054,BTS-002,82,2026-07-27,accepted,none,Jess Brooks,V-749-S-054,2026-08-04,2026-08-04T15:30:00-05:00,completed,"47.8066,-91.6803",0.93,True,True,0.95,True,L1,approved,80.1,,False,,completed,2026-08-04T15:45:00-05:00
CONF-750-S-054-BTS-003,A-773-S-054-BTS-003,SH-773-S-054-BTS-003,C-2026-BTS,S-054,BTS-003,44,2026-07-31,accepted,none,Rachel Green,V-750-S-054,2026-08-03,2026-08-03T13:45:00-05:00,completed,"28.8165,-107.5094",0.83,True,True,0.87,True,L1,approved,96.7,,False,,completed,2026-08-03T13:00:00-05:00
CONF-751-S-054-BTS-004,A-774-S-054-BTS-004,SH-774-S-054-BTS-004,C-2026-BTS,S-054,BTS-004,63,2026-07-30,accepted,none,Kevin Liu,V-751-S-054,2026-08-01,2026-08-01T09:15:00-05:00,completed,"26.5973,-99.8727",0.81,True,True,0.84,True,L1,approved,91.6,,False,,completed,2026-08-01T09:30:00-05:00
CONF-752-S-054-BTS-005,A-775-S-054-BTS-005,SH-775-S-054-BTS-005,C-2026-BTS,S-054,BTS-005,72,2026-07-30,partial,shortage,Jess Brooks,V-752-S-054,2026-08-07,2026-08-07T13:15:00-05:00,completed,"39.0645,-78.5436",0.96,True,True,0.86,False,L1,approved,74.2,Minor shortage noted during receiving.,True,,completed,2026-08-07T16:45:00-05:00
CONF-753-S-054-BTS-006,A-776-S-054-BTS-006,SH-776-S-054-BTS-006,C-2026-BTS,S-054,BTS-006,93,2026-07-29,accepted,none,Tom Harris,V-753-S-054,2026-08-04,2026-08-04T11:45:00-05:00,completed,"33.4408,-108.6818",0.81,True,True,0.91,True,L1,approved,86.4,,False,,completed,2026-08-04T11:30:00-05:00
CONF-754-S-054-BTS-007,A-777-S-054-BTS-007,SH-777-S-054-BTS-007,C-2026-BTS,S-054,BTS-007,75,2026-07-29,accepted,none,Ravi Kumar,V-754-S-054,2026-08-04,2026-08-04T17:45:00-05:00,completed,"26.9612,-106.8153",0.99,True,True,0.91,True,L2,approved,92.5,,False,,completed,2026-08-04T17:45:00-05:00
CONF-755-S-054-BTS-008,A-778-S-054-BTS-008,SH-778-S-054-BTS-008,C-2026-BTS,S-054,BTS-008,49,2026-07-30,accepted,none,Tom Harris,V-755-S-054,2026-08-03,2026-08-03T15:45:00-05:00,completed,"26.458,-117.7367",0.85,True,True,0.81,True,L3,approved,85.7,,False,,completed,2026-08-03T16:30:00-05:00
CONF-756-S-054-BTS-009,A-779-S-054-BTS-009,SH-779-S-054-BTS-009,C-2026-BTS,S-054,BTS-009,36,2026-07-29,accepted,none,Amy Davis,V-756-S-054,2026-08-02,2026-08-02T11:15:00-05:00,completed,"35.2335,-90.6377",0.8,True,False,0.87,False,L2,approved,92.6,,False,,completed,2026-08-02T13:00:00-05:00
CONF-757-S-054-BTS-010,A-780-S-054-BTS-010,SH-780-S-054-BTS-010,C-2026-BTS,S-054,BTS-010,50,2026-07-29,accepted,none,Ravi Kumar,V-757-S-054,2026-08-08,2026-08-08T11:00:00-05:00,completed,"27.405,-79.5338",0.87,True,True,0.89,True,L1,approved,97.3,,False,,completed,2026-08-08T11:15:00-05:00
CONF-758-S-069-BTS-001,A-781-S-069-BTS-001,SH-781-S-069-BTS-001,C-2026-BTS,S-069,BTS-001,194,2026-07-30,partial,shortage,Lisa Wong,V-758-S-069,2026-08-10,2026-08-10T17:45:00-07:00,in_progress,"30.6794,-114.6729",0.57,True,True,0.51,True,L1,pending,80.8,Minor shortage noted during receiving.,True,Store did not begin setup; staff absence.,not_started,2026-08-10T17:15:00-07:00
CONF-759-S-069-BTS-002,A-782-S-069-BTS-002,SH-782-S-069-BTS-002,C-2026-BTS,S-069,BTS-002,28,2026-07-30,accepted,none,Rachel Green,V-759-S-069,2026-08-06,2026-08-06T09:00:00-07:00,completed,"46.2856,-100.1711",0.82,True,True,1.0,True,L1,approved,92.0,,False,,completed,2026-08-06T11:45:00-07:00
CONF-760-S-069-BTS-003,A-783-S-069-BTS-003,SH-783-S-069-BTS-003,C-2026-BTS,S-069,BTS-003,21,2026-07-28,accepted,none,Tom Harris,V-760-S-069,2026-08-05,2026-08-05T08:30:00-07:00,completed,"46.8634,-99.9997",0.92,True,True,0.93,True,L1,approved,77.1,,False,,completed,2026-08-05T11:30:00-07:00
CONF-761-S-069-BTS-004,A-784-S-069-BTS-004,SH-784-S-069-BTS-004,C-2026-BTS,S-069,BTS-004,23,2026-07-28,accepted,none,Lisa Wong,V-761-S-069,2026-08-02,2026-08-02T08:45:00-07:00,completed,"42.3304,-97.7742",0.99,True,True,0.9,True,L1,approved,75.7,,False,,completed,2026-08-02T11:00:00-07:00
CONF-762-S-069-BTS-005,A-785-S-069-BTS-005,SH-785-S-069-BTS-005,C-2026-BTS,S-069,BTS-005,15,2026-07-31,partial,damage,Jess Brooks,V-762-S-069,2026-08-02,2026-08-02T14:00:00-07:00,completed,"39.17,-111.4889",0.82,True,True,0.99,True,L2,approved,76.5,Minor damage noted during receiving.,True,,completed,2026-08-02T14:30:00-07:00
CONF-763-S-069-BTS-006,A-786-S-069-BTS-006,SH-786-S-069-BTS-006,C-2026-BTS,S-069,BTS-006,45,2026-07-29,accepted,none,Ravi Kumar,V-763-S-069,2026-08-06,2026-08-06T10:15:00-07:00,completed,"42.8516,-118.6743",0.84,True,True,0.8,True,L1,approved,92.3,,False,,completed,2026-08-06T10:45:00-07:00
CONF-764-S-069-BTS-007,A-787-S-069-BTS-007,SH-787-S-069-BTS-007,C-2026-BTS,S-069,BTS-007,16,2026-07-30,accepted,none,Ben Carter,V-764-S-069,2026-08-04,2026-08-04T14:00:00-07:00,completed,"30.4132,-70.2775",0.84,True,True,0.89,True,L1,approved,90.2,,False,,completed,2026-08-04T17:45:00-07:00
CONF-765-S-069-BTS-008,A-788-S-069-BTS-008,SH-788-S-069-BTS-008,C-2026-BTS,S-069,BTS-008,15,2026-07-30,accepted,none,Ravi Kumar,V-765-S-069,2026-08-07,2026-08-07T11:15:00-07:00,completed,"37.7284,-86.8109",0.85,False,True,0.85,True,L2,approved,83.5,,False,,completed,2026-08-07T14:45:00-07:00
CONF-766-S-069-BTS-009,A-789-S-069-BTS-009,SH-789-S-069-BTS-009,C-2026-BTS,S-069,BTS-009,35,2026-07-31,accepted,none,Mark Thompson,V-766-S-069,2026-08-06,2026-08-06T16:00:00-07:00,completed,"43.9694,-96.8746",0.83,True,True,0.83,False,L1,approved,87.1,,False,,completed,2026-08-06T19:15:00-07:00
